,MouseID,BRAF_N,pERK_N,S6_N,pGSK3B_N,CaNA_N,CDK5_N,pNUMB_N,DYRK1A_N,ITSN1_N,SOD1_N,GFAP_N,Genotype,Treatment,Behavior,Class
171,3412_7,0.252962724,0.397974574,0.333380222,0.150513434,1.010128007,0.300886201,0.334195217,0.277741866,0.41822883,0.711915535,0.120973414,1,0,0,4
172,3412_8,0.261971831,0.399566631,0.325469757,0.143190235,0.998079824,0.309834042,0.320043337,0.292091008,0.419934995,0.707908992,0.120148128,1,0,0,4
173,3412_9,0.262323561,0.382410423,0.337793555,0.139677772,0.996723102,0.286318951,0.313355049,0.287296417,0.442345277,0.723127036,0.110458766,1,0,0,4
174,3412_10,0.268197362,0.407425501,0.335993062,0.162359063,1.025151778,0.337207285,0.345383488,0.276746458,0.397166585,0.672691744,0.128360798,1,0,0,4
175,3412_11,0.257849197,0.383189122,0.334137515,0.161468206,1.041357918,0.336205411,0.35105068,0.267985167,0.401483313,0.684301607,0.135791832,1,0,0,4
176,3412_12,0.275612194,0.38005997,0.327965107,0.151820164,0.983727562,0.314880054,0.33808096,0.265617191,0.403048476,0.693403298,0.11810099,1,0,0,4
177,3412_13,0.2990625,0.4571875,0.305449652,0.156761606,1.049338417,0.32114824,0.370625,0.2696875,0.408125,0.741875,0.139044629,1,0,0,4
178,3412_14,0.363692882,0.396953684,0.289707187,0.155723159,1.062555457,0.329636202,0.35965185,0.282872241,0.409698477,0.675784893,0.131987578,1,0,0,4
179,3412_15,0.327473958,0.416666667,0.292704238,0.152686763,1.01310616,0.330275229,0.372070313,0.294270833,0.432291667,0.760742188,0.132809087,1,0,0,4
180,3413_1,0.166456835,0.328327338,0.364674868,0.141915641,0.901526801,0.268947715,0.308723022,0.23192446,0.410251799,0.798381295,0.113356766,1,0,0,4
181,3413_2,0.1645826,0.3354174,0.374133691,0.146601833,0.898222669,0.283981668,0.297199718,0.212310673,0.400140895,0.785752025,0.11541471,1,0,0,4
182,3413_3,0.158513397,0.320829732,0.395793499,0.147575178,0.886551944,0.283272496,0.311322385,0.211927398,0.394641314,0.783405359,0.116345095,1,0,0,4
183,3413_4,0.161240988,0.295389993,0.327429955,0.134209616,1.006157039,0.258595642,0.280970068,0.203736072,0.349683199,0.639611099,0.104323763,1,0,0,4
184,3413_5,0.160262726,0.294362343,0.346315789,0.141333333,0.998666667,0.264070175,0.278927203,0.194417077,0.348330597,0.644882321,0.109333333,1,0,0,4
185,3413_6,0.164164384,0.298082192,0.338715517,0.139164434,0.988053001,0.272753602,0.280986301,0.197589041,0.350794521,0.648767123,0.105568025,1,0,0,4
186,3413_7,0.158313445,0.268629011,0.282599099,0.130749537,0.9511786,0.243400724,0.265844604,0.179262795,0.321797932,0.553699284,0.096141962,1,0,0,4
187,3413_8,0.160130719,0.26130719,0.286310821,0.133986928,0.981299927,0.251997095,0.263006536,0.195424837,0.316732026,0.549803922,0.111655773,1,0,0,4
188,3413_9,0.157846715,0.262643379,0.304469534,0.138751516,0.989082766,0.262480172,0.260427529,0.175964546,0.319864442,0.550834202,0.105719884,1,0,0,4
189,3413_10,0.154542799,0.251533742,0.266282912,0.129623707,0.926980066,0.234516576,0.253724803,0.164329535,0.290534619,0.465089103,0.095832001,1,0,0,4
190,3413_11,0.152856934,0.245360222,0.280694236,0.134026141,0.950074995,0.234626098,0.25763554,0.168493351,0.292269472,0.468507964,0.104456825,1,0,0,4
191,3413_12,0.164072427,0.27525413,0.284998329,0.133979285,0.994431451,0.246129859,0.272236341,0.18980305,0.332433291,0.504606099,0.104465976,1,0,0,4
192,3413_13,0.146286812,0.21190781,0.247236842,0.133026316,0.872894737,0.214210526,0.247119078,0.145326504,0.245358515,0.401888604,0.097631579,1,0,0,4
193,3413_14,0.143893591,0.243910865,0.259847689,0.133403361,0.848214286,0.221507353,0.258075661,0.156849197,0.261185006,0.435135602,0.111344538,1,0,0,4
194,3413_15,0.171239541,0.277096711,0.25510342,0.132215763,0.879005002,0.224820873,0.293053123,0.171823312,0.299474606,0.489200234,0.102203596,1,0,0,4
195,3419_1,0.265848375,0.411407942,0.366374243,0.139549607,0.901329475,0.272949263,0.344981949,0.296895307,0.457617329,0.823393502,0.100027132,1,0,0,4
196,3419_2,0.270403718,0.408364798,0.38298265,0.137689184,0.930509413,0.280361757,0.332704037,0.288120825,0.46354923,0.83952948,0.110003691,1,0,0,4
197,3419_3,0.263231588,0.401008121,0.352820787,0.130094323,0.895977932,0.273358249,0.321618594,0.30691683,0.468636236,0.795855503,0.105979712,1,0,0,4
198,3419_4,0.278839472,0.383599722,0.350322345,0.139764019,0.94684345,0.259700766,0.321577484,0.256428075,0.424600417,0.776059764,0.112516725,1,0,0,4
199,3419_5,0.278286923,0.40377159,0.347788485,0.142451198,0.987398073,0.249196936,0.323933733,0.318470215,0.433204089,0.784807896,0.104768965,1,0,0,4
200,3419_6,0.26082661,0.361929853,0.314092501,0.135007849,0.984663688,0.235116532,0.297217191,0.308084966,0.402272353,0.726658982,0.099263374,1,0,0,4
201,3419_7,0.275041736,0.355175292,0.344167936,0.16133401,1.105637379,0.26460132,0.310100167,0.234140234,0.374373957,0.707220367,0.12849162,1,0,0,4
202,3419_8,0.260722122,0.331139038,0.343394947,0.155841954,1.081227743,0.240291674,0.289846399,0.218033114,0.376820267,0.664472372,0.12667458,1,0,0,4
203,3419_9,0.28157474,0.34392486,0.325427749,0.155175335,1.068778587,0.251228189,0.286370903,0.21942446,0.387490008,0.659872102,0.121971879,1,0,0,4
204,3419_10,0.326216216,0.407567568,0.320778406,0.156099602,1.103787403,0.239589872,0.350540541,0.257297297,0.414594595,0.728108108,0.119271814,1,0,0,4
205,3419_11,0.366388309,0.388308977,0.337182448,0.164812093,1.115053538,0.254461474,0.333768267,0.267745303,0.409185804,0.736691023,0.129330254,1,0,0,4
206,3419_12,0.296756889,0.354791514,0.313640133,0.15194859,1.100538972,0.258499171,0.311387466,0.237746891,0.383321141,0.665691295,0.126658375,1,0,0,4
207,3419_13,0.356955381,0.307414698,0.319216646,0.159118727,1.135862913,0.238678091,0.341863517,0.206036745,0.370734908,0.780839895,0.101101591,1,0,0,4
208,3419_14,0.317808219,0.309893455,0.317483903,0.159237246,1.175829619,0.23179792,0.301674277,0.19847793,0.347031963,0.700761035,0.133234274,1,0,0,4
209,3419_15,0.386868064,0.313810111,0.297310164,0.154487027,1.126874554,0.214948822,0.301171393,0.196670777,0.36405672,0.738286067,0.119495358,1,0,0,4
210,3420_1,0.222076789,0.337405468,0.330820078,0.148523032,0.955277835,0.23466226,0.29290285,0.23240256,0.395142525,0.623618383,0.115781863,1,0,0,4
211,3420_2,0.216934307,0.339854015,0.336044208,0.145448858,0.971223022,0.242101971,0.289927007,0.244817518,0.405109489,0.649051095,0.126472735,1,0,0,4
212,3420_3,0.209742896,0.316779432,0.349319971,0.14745884,0.919828203,0.223437979,0.276589986,0.225439783,0.364276049,0.579431664,0.131199509,1,0,0,4
213,3420_4,0.243747735,0.342877854,0.321970188,0.14918989,1.0,0.251976669,0.312613266,0.248640812,0.381297572,0.663102573,0.125858717,1,0,0,4
214,3420_5,0.244883303,0.347576302,0.325012736,0.148242486,1.036933265,0.24707081,0.303590664,0.249192101,0.397486535,0.659964093,0.129648497,1,0,0,4
215,3420_6,0.255836265,0.332747042,0.302229134,0.150466563,0.99222395,0.237947123,0.272945315,0.226574992,0.351934762,0.578030061,0.127527216,1,0,0,4
216,3420_7,0.300266904,0.318505338,0.311650318,0.164859749,1.084839098,0.245912924,0.315836299,0.292259786,0.362989324,0.605204626,0.12940974,1,0,0,4
217,3420_8,0.252991812,0.311988243,0.318675634,0.157613382,1.115019831,0.245214692,0.314507663,0.216670166,0.340331724,0.554902372,0.13502328,1,0,0,4
218,3420_9,0.246898515,0.285946715,0.325295023,0.153240978,1.092526082,0.238070806,0.287573724,0.197071385,0.35611145,0.539149888,0.143492389,1,0,0,4
219,3420_10,0.324577861,0.382426517,0.258213892,0.179933848,1.088864388,0.263726571,0.399624765,0.257348343,0.390243902,0.691369606,0.139140022,1,0,0,4
220,3420_11,0.333966445,0.416904084,0.280826483,0.171295268,1.1317485,0.270828705,0.381766382,0.264324153,0.416904084,0.681861349,0.141301933,1,0,0,4
221,3420_12,0.369299553,0.375260805,0.286660777,0.165636042,1.124779152,0.265680212,0.355588674,0.273025335,0.384500745,0.636363636,0.118595406,1,0,0,4
222,3420_13,0.376702509,0.369175627,0.245356794,0.176278918,1.170413816,0.302378625,0.398924731,0.25483871,0.370967742,0.710035842,0.175301401,1,0,0,4
223,3420_14,0.325034106,0.350272851,0.26677686,0.17785124,1.196363636,0.181157025,0.357435198,0.229536153,0.384379263,0.68212824,0.152396694,1,0,0,4
224,3420_15,0.384396152,0.37121482,0.291721854,0.18013245,1.263245033,0.216225166,0.361239758,0.230495191,0.389739936,0.68792305,0.138410596,1,0,0,4
225,3500_1,0.234292063,0.431428219,0.410720052,0.147174685,0.957378108,0.284727155,0.394395754,0.34637699,0.572398469,0.719664239,0.11643526,1,0,0,4
226,3500_2,0.212749183,0.399707174,0.457620348,0.15007657,0.980757707,0.292229842,0.346210159,0.31816646,0.528212637,0.654465593,0.115586923,1,0,0,4
227,3500_3,0.21712116,0.39512139,0.491439272,0.145398609,1.065877475,0.275615302,0.344379243,0.325509147,0.55908411,0.695777241,0.111021937,1,0,0,4
228,3500_4,0.234107847,0.392517902,0.364892014,0.149506111,0.977482002,0.288715888,0.367090457,0.314043548,0.503141897,0.628233231,0.121295831,1,0,0,4
229,3500_5,0.243109151,0.3896086,0.394203143,0.1481325,0.996028393,0.287645766,0.329933848,0.289415656,0.480016538,0.59536935,0.116697651,1,0,0,4
230,3500_6,0.204879401,0.372331577,0.416005519,0.149879269,1.104691273,0.278975509,0.350013862,0.29914056,0.492653174,0.60049903,0.11090031,1,0,0,4
231,3500_7,0.220330325,0.385663204,0.32000881,0.147450721,0.99922916,0.291928202,0.37067938,0.291162949,0.478631023,0.613996254,0.116837353,1,0,0,4
232,3500_8,0.211811652,0.34924182,0.358410537,0.148230829,1.033374261,0.279160621,0.3264166,0.280446927,0.457781325,0.571109338,0.11463333,1,0,0,4
233,3500_9,0.220003247,0.357363208,0.353414109,0.148794021,1.093760616,0.296455668,0.330573145,0.273096282,0.471667478,0.573469719,0.115841921,1,0,0,4
234,3500_10,0.233995585,0.380493679,0.298472222,0.154305556,1.020138889,0.31875,0.35902067,0.280754566,0.441501104,0.547862733,0.12375,1,0,0,4
235,3500_11,0.209819716,0.370924434,0.33922807,0.15522807,1.070175439,0.302596491,0.34867664,0.272919064,0.42654392,0.522056003,0.125473684,1,0,0,4
236,3500_12,0.214660667,0.343457068,0.352907721,0.151855538,1.109910422,0.299587658,0.318897638,0.258342707,0.425384327,0.504874391,0.121569743,1,0,0,4
237,3500_13,0.258587325,0.349782293,0.302608074,0.155234012,1.030546624,0.327974277,0.369617804,0.268021287,0.429608128,0.53217223,0.138263666,1,0,0,4
238,3500_14,0.237985213,0.347735675,0.311880296,0.155579593,1.049936903,0.297638363,0.337569316,0.256469501,0.400878004,0.515480591,0.127816838,1,0,0,4
239,3500_15,0.251170412,0.341994382,0.32321755,0.152102377,1.135283364,0.303656307,0.326310861,0.254681648,0.424859551,0.507724719,0.127239488,1,0,0,4
240,3503_1,0.244874423,0.378908252,0.213119311,0.152108957,0.643388229,0.272045028,0.387749872,0.300871348,0.455791902,0.473347002,0.127718713,1,0,0,4
241,3503_2,0.248720711,0.381228117,0.246831454,0.155941461,0.701771585,0.257895105,0.399946135,0.306760032,0.463237274,0.4932669,0.122470415,1,0,0,4
242,3503_3,0.233259075,0.38330494,0.30409273,0.145821408,0.752790498,0.2674585,0.382911807,0.29681562,0.439260909,0.478181103,0.113337149,1,0,0,4
243,3503_4,0.252330226,0.382323569,0.197573811,0.154937115,0.714387655,0.260012488,0.42626498,0.316411451,0.44241012,0.48701731,0.133797164,1,0,0,4
244,3503_5,0.230225989,0.351537979,0.236514145,0.147366506,0.627581188,0.286091149,0.389516635,0.281230383,0.400973007,0.45433145,0.117165469,1,0,0,4
245,3503_6,0.240310078,0.359334625,0.262701815,0.148955578,0.802243911,0.25412752,0.381621447,0.279877261,0.410368217,0.455103359,0.11748609,1,0,0,4
246,3503_7,0.249610288,0.350545596,0.191661631,0.151661631,0.720483384,0.267311178,0.410756041,0.283125487,0.402572097,0.446024942,0.119758308,1,0,0,4
247,3503_8,0.248565209,0.346131011,0.212019634,0.139231414,0.756734108,0.254279899,0.392242232,0.272907184,0.390856917,0.454977241,0.113372441,1,0,0,4
248,3503_9,0.244802798,0.354769769,0.242628475,0.141412926,0.801179444,0.250090264,0.373809986,0.248882844,0.39421022,0.429764912,0.114454206,1,0,0,4
249,3503_10,0.291468168,0.319402339,0.154942253,0.151042448,0.643317834,0.273736313,0.399307059,0.262234734,0.35339974,0.407319186,0.121943903,1,0,0,4
250,3503_11,0.25480878,0.333333333,0.204,0.140444444,0.752740741,0.264888889,0.398959041,0.265670966,0.377460964,0.446028513,0.116148148,1,0,0,4
251,3503_12,0.248495654,0.315132605,0.228362878,0.14404886,0.778489498,0.258602711,0.375975039,0.246712726,0.352574103,0.419879652,0.111276627,1,0,0,4
252,3503_13,0.249856404,0.303848363,0.130206306,0.149085247,0.69015181,0.252043597,0.424181505,0.290637565,0.333141872,0.39603676,0.105293889,1,0,0,4
253,3503_14,0.232564525,0.319055464,0.184029821,0.148518737,0.775358054,0.246615656,0.390993959,0.217462932,0.305052169,0.39785832,0.120463017,1,0,0,4
254,3503_15,0.251513317,0.295096852,0.209181637,0.144510978,0.806986028,0.238123752,0.411924939,0.237590799,0.338680387,0.430387409,0.132934132,1,0,0,4
255,362_1,0.274424721,0.385798817,0.295535032,0.120061107,1.026248177,0.237414068,0.319921105,0.380144642,0.602629849,0.63339908,0.098395945,1,0,0,4
256,362_2,0.267418974,0.376590999,0.295562763,0.120212546,0.991166931,0.245669726,0.338407033,0.371998425,0.597821808,0.673008791,0.091229039,1,0,0,4
257,362_3,0.258109478,0.364546376,0.299127088,0.11815245,0.995876005,0.233349371,0.310314242,0.35694374,0.582108464,0.620501774,0.096020345,1,0,0,4
258,362_4,0.302135174,0.361855836,0.269928681,0.115103367,0.991694502,0.233637266,0.315620485,0.353026168,0.558195537,0.568148981,0.101742349,1,0,0,4
259,362_5,0.263979608,0.358929425,0.260074561,0.115036393,0.987040653,0.233978342,0.317508364,0.353194201,0.551537359,0.61908555,0.096307474,1,0,0,4
260,362_6,0.296701579,0.347506644,0.266903915,0.121619217,0.983807829,0.240747331,0.307800531,0.337189307,0.54244177,0.566671877,0.093149466,1,0,0,4
261,362_7,0.264363428,0.342622638,0.244151376,0.116972477,0.961697248,0.227178899,0.307310555,0.336896354,0.508493987,0.521282688,0.102408257,1,0,0,4
262,362_8,0.26240332,0.34295416,0.243745774,0.11753437,0.941852603,0.229546991,0.309186946,0.321071496,0.504621769,0.520467836,0.099166103,1,0,0,4
263,362_9,0.271665044,0.350730282,0.227013461,0.119666895,0.974218572,0.226899384,0.319182084,0.342356378,0.532229796,0.55248296,0.09650924,1,0,0,4
264,362_10,0.277750124,0.355151817,0.250713535,0.119272946,0.95253117,0.227880427,0.340965655,0.346938776,0.510950722,0.552513688,0.097942016,1,0,0,4
265,362_11,0.277804296,0.36849642,0.229368576,0.11938326,0.939353891,0.233039648,0.335799523,0.345346062,0.484486874,0.5424821,0.098531571,1,0,0,4
266,362_12,0.259737267,0.320811247,0.242510914,0.11982538,0.970344724,0.233177781,0.316432358,0.311823001,0.477068449,0.509794884,0.104169803,1,0,0,4
267,362_13,0.302580645,0.364516129,0.226354942,0.125398512,0.890187744,0.219447396,0.379677419,0.321612903,0.494193548,0.543225806,0.106269926,1,0,0,4
268,362_14,0.291885221,0.342486887,0.218257405,0.121600554,0.889485536,0.207517755,0.378278309,0.317186054,0.480407282,0.527614934,0.10670362,1,0,0,4
269,362_15,0.266997374,0.329734462,0.229361091,0.128499641,0.930904523,0.216618808,0.34986869,0.295302013,0.451998833,0.497519697,0.102656138,1,0,0,4
270,364_1,0.272275232,0.355059804,0.354715248,0.135257195,1.061007348,0.282608696,0.323478027,0.28678941,0.497916947,0.693723962,0.090707287,1,0,0,4
271,364_2,0.275415645,0.370264377,0.352351581,0.128296068,1.084656901,0.271164225,0.326792041,0.290814936,0.513082584,0.711638049,0.095990748,1,0,0,4
272,364_3,0.303265485,0.414409138,0.318453039,0.12,1.025930018,0.275359116,0.360960609,0.376921951,0.565236491,0.780348514,0.08611418,1,0,0,4
273,364_4,0.293546263,0.369608166,0.321119115,0.144273933,1.145109093,0.274454536,0.316924597,0.285643727,0.464603227,0.666117879,0.098340119,1,0,0,4
274,364_5,0.285568761,0.352971138,0.328150912,0.137023217,1.166873964,0.268138474,0.328862479,0.296604414,0.499320883,0.683701188,0.098258706,1,0,0,4
275,364_6,0.305354303,0.384520233,0.306833316,0.134822252,1.1522385,0.273947341,0.34387701,0.290687401,0.525357837,0.700653826,0.098555476,1,0,0,4
276,364_7,0.298812253,0.304855178,0.314509592,0.150770062,0.997838422,0.268576061,0.309439467,0.306938946,0.437591165,0.624296728,0.104566333,1,0,0,4
277,364_8,0.300837449,0.303414215,0.318558804,0.145207342,0.977702243,0.272195785,0.31801589,0.275713979,0.450719347,0.64032639,0.106730116,1,0,0,4
278,364_9,0.28642487,0.313782383,0.3054371,0.143523454,1.005197228,0.279450959,0.306528497,0.238963731,0.43357513,0.581554404,0.103411514,1,0,0,4
279,364_10,0.318381026,0.295436968,0.303522099,0.152451657,1.094440608,0.257596685,0.344676463,0.249806651,0.471513277,0.688063934,0.108770718,1,0,0,4
280,364_11,0.335245902,0.356010929,0.306448839,0.148581255,1.097678418,0.259673259,0.33715847,0.264480874,0.466666667,0.642896175,0.111607911,1,0,0,4
281,364_12,0.305193144,0.305960604,0.295015259,0.14750763,1.061207189,0.284333672,0.355845485,0.273983116,0.434893835,0.596060373,0.104442184,1,0,0,4
282,364_13,0.339237466,0.255178625,0.320875114,0.164083865,1.144940747,0.26230629,0.313719604,0.201140799,0.409486641,0.67367157,0.10118505,1,0,0,4
283,364_14,0.30893592,0.257789536,0.303970493,0.159470601,1.091343025,0.257756563,0.300999412,0.209582598,0.420928865,0.68547913,0.09503146,1,0,0,4
284,364_15,0.400558269,0.329378925,0.308296943,0.152183406,1.104803493,0.253275109,0.361828332,0.326587579,0.475575715,0.779832519,0.100218341,1,0,0,4
285,365_1,0.240929571,0.371591179,0.375770299,0.135030812,1.011715311,0.297487641,0.333649514,0.295470714,0.53355466,0.737016837,0.099952597,1,0,0,4
286,365_2,0.246916566,0.376783555,0.376812585,0.135567715,1.009781122,0.290218878,0.339903265,0.309431681,0.539782346,0.747521161,0.101709986,1,0,0,4
287,365_3,0.249231133,0.361249113,0.359336487,0.134834455,0.960229165,0.291186463,0.344570617,0.316773125,0.530754672,0.739176721,0.106588502,1,0,0,4
288,365_4,0.250834664,0.360139353,0.363251258,0.142705851,1.183037684,0.304121437,0.338220351,0.287850196,0.510378865,0.776745536,0.104492101,1,0,0,4
289,365_5,0.255157279,0.366349671,0.349528832,0.137114204,1.108152503,0.290135731,0.339136796,0.284857352,0.506949525,0.776591075,0.103311144,1,0,0,4
290,365_6,0.23979877,0.338177753,0.340760824,0.134203169,1.066423791,0.289502669,0.328395752,0.269843488,0.474147568,0.76020123,0.108785902,1,0,0,4
291,365_7,0.243902439,0.336446981,0.310972799,0.139349931,1.163785154,0.292300599,0.315343366,0.266735859,0.445251687,0.603355821,0.107422775,1,0,0,4
292,365_8,0.267252196,0.310808389,0.302538303,0.136176538,1.16327464,0.278756003,0.316006453,0.242337336,0.460835275,0.630937444,0.097301624,1,0,0,4
293,365_9,0.255691131,0.315789474,0.294391992,0.140143328,1.140143328,0.286429303,0.327627026,0.247678019,0.462939355,0.644144964,0.106017518,1,0,0,4
294,365_10,0.244234405,0.315689981,0.338661763,0.157023624,1.331730089,0.295515632,0.281285444,0.253497164,0.40831758,0.543667297,0.108643372,1,0,0,4
295,365_11,0.274151997,0.324602834,0.337231969,0.159008633,1.275132275,0.292119187,0.322885359,0.253756977,0.46157149,0.614212108,0.117237538,1,0,0,4
296,365_12,0.274968394,0.313316477,0.312095775,0.146828127,1.261455897,0.292004954,0.300463548,0.249051833,0.444795617,0.58259587,0.116967112,1,0,0,4
297,365_13,0.291867241,0.313655941,0.317691693,0.154353035,1.400758786,0.297324281,0.306308589,0.25842412,0.437800861,0.630352166,0.108027157,1,0,0,4
298,365_14,0.323529412,0.370475113,0.311614173,0.156692913,1.362204724,0.283464567,0.340214932,0.294966063,0.498585973,0.700791855,0.126377953,1,0,0,4
299,365_15,0.350146005,0.343243961,0.298197492,0.153996865,1.340517241,0.292515674,0.33660738,0.289354924,0.439076188,0.69046987,0.106583072,1,0,0,4
300,3477_1,0.500222916,0.914578689,0.428592058,0.169434416,1.399614922,0.299687124,0.416228266,0.591618368,0.814979938,0.387873384,0.115090253,1,1,1,7
301,3477_2,0.50948213,0.956236324,0.414417906,0.16971077,1.41097815,0.302553171,0.442469001,0.58980671,0.840444931,0.411834427,0.121602636,1,1,1,7
302,3477_3,0.528237986,0.974645309,0.361648795,0.178248155,1.332265701,0.291045815,0.46590389,0.598901602,0.88604119,0.415011442,0.117950146,1,1,1,7
303,3477_4,0.472190035,0.794090382,0.389429764,0.16190416,1.394424074,0.297698824,0.417149479,0.544843569,0.726998841,0.40023175,0.115374889,1,1,1,7
304,3477_5,0.457975003,0.800825593,0.368027383,0.163666329,1.366823022,0.3019143,0.421167297,0.512785231,0.730650155,0.384015595,0.125633874,1,1,1,7
305,3477_6,0.478888232,0.843287995,0.340109223,0.166686893,1.32032767,0.294053398,0.462093436,0.5421644,0.78048492,0.404730928,0.11875,1,1,1,7
306,3477_7,0.443515989,0.637473887,0.347043926,0.164439787,1.387826391,0.292026897,0.39225454,0.414108951,0.606138518,0.363972361,0.114662475,1,1,1,7
307,3477_8,0.444152862,0.70608496,0.332110248,0.159569929,1.357283045,0.291236454,0.414630146,0.444972938,0.627357717,0.38543546,0.127911938,1,1,1,7
308,3477_9,0.451585552,0.715448533,0.294967031,0.16367582,1.261413905,0.291628412,0.460742751,0.462777684,0.683567916,0.405121248,0.123946248,1,1,1,7
309,3477_10,0.466596859,0.729424084,0.355078448,0.167040226,1.392473753,0.278518344,0.429109948,0.451308901,0.647748691,0.369005236,0.12528017,1,1,1,7
310,3477_11,0.475502513,0.72340871,0.328627632,0.166512381,1.347836149,0.279796343,0.443467337,0.46461474,0.637562814,0.40221943,0.137121037,1,1,1,7
311,3477_12,0.517590057,0.727617443,0.281025986,0.170922939,1.30577957,0.284610215,0.464293238,0.466189172,0.66231304,0.391405098,0.132952509,1,1,1,7
312,3477_13,0.450026302,0.629668595,0.341727152,0.159531921,1.29728929,0.280699156,0.402419779,0.398474487,0.550762756,0.35770647,0.109613391,1,1,1,7
313,3477_14,0.468230952,0.65357237,0.333187836,0.1581551,1.294922159,0.282118434,0.432902716,0.408647509,0.567888215,0.360137095,0.122071875,1,1,1,7
314,3477_15,0.471406491,0.639876352,0.292109364,0.1586627,1.202861595,0.276668083,0.44384338,0.431478619,0.560793405,0.376867594,0.137413231,1,1,1,7
315,3478_1,0.340283786,0.504758609,0.527747958,0.185390898,1.7368028,0.324154026,0.42386226,0.44583838,0.719069043,0.338034262,0.124387398,1,1,1,7
316,3478_2,0.352746871,0.521905424,0.512686894,0.196951249,1.843909804,0.347635514,0.440716273,0.427416551,0.723226704,0.352573018,0.136511956,1,1,1,7
317,3478_3,0.346157256,0.512188636,0.472581241,0.198809084,1.770310192,0.349381462,0.479833348,0.456785746,0.750731318,0.369470792,0.125830871,1,1,1,7
318,3478_4,0.318294263,0.430203793,0.480370774,0.175875439,1.763358779,0.337574215,0.405348098,0.366238662,0.589233125,0.323006243,0.121410396,1,1,1,7
319,3478_5,0.320636051,0.427791622,0.452820982,0.181823727,1.807502287,0.336200061,0.419959653,0.385190459,0.60674024,0.326688027,0.122171394,1,1,1,7
320,3478_6,0.317215855,0.436962751,0.409777055,0.18474222,1.707094752,0.337900604,0.449379179,0.377387775,0.63061127,0.343481375,0.125638644,1,1,1,7
321,3478_7,0.330653266,0.39971285,0.420793626,0.165677238,1.760818622,0.318231526,0.382483848,0.353194544,0.544867193,0.305814788,0.121621622,1,1,1,7
322,3478_8,0.322011469,0.419791207,0.399526645,0.164757978,1.733852497,0.319896167,0.433759741,0.344949272,0.574180268,0.344949272,0.124293785,1,1,1,7
323,3478_9,0.310822637,0.414089848,0.351051316,0.169680929,1.601308631,0.327378327,0.431592765,0.346266044,0.565781797,0.325116686,0.121526246,1,1,1,7
324,3478_10,0.333149577,0.427783903,0.436672226,0.160404199,1.793780045,0.298930639,0.356486586,0.362734289,0.489893422,0.290885704,0.120376729,1,1,1,7
325,3478_11,0.322524407,0.391562064,0.437123977,0.165203669,1.81605681,0.303580235,0.346582985,0.331241283,0.480299861,0.283821478,0.121609626,1,1,1,7
326,3478_12,0.331617647,0.43125,0.424407115,0.165909091,1.771640316,0.305335968,0.367463235,0.362683824,0.512683824,0.303492647,0.120355731,1,1,1,7
327,3478_13,0.379546872,0.425067554,0.422121255,0.158029249,1.7320744,0.28169814,0.346289753,0.339014758,0.494907504,0.290376221,0.109754366,1,1,1,7
328,3478_14,0.334446764,0.427348643,0.411406736,0.167138409,1.743136145,0.301585055,0.366388309,0.344676409,0.482463466,0.291858038,0.115199547,1,1,1,7
329,3478_15,0.345954893,0.40306228,0.412141941,0.164172723,1.763146644,0.31509192,0.368508173,0.342437409,0.484998965,0.300020691,0.122416987,1,1,1,7
330,3479_1,0.382563173,0.572032619,0.487092964,0.161970643,1.604071762,0.285248299,0.326386792,0.487969395,0.659720125,0.312594382,0.113998088,1,1,1,7
331,3479_2,0.375808216,0.540535164,0.464563841,0.162137935,1.56109586,0.287018881,0.331841241,0.475678902,0.644086342,0.308365662,0.118101854,1,1,1,7
332,3479_3,0.400759832,0.559811069,0.459189996,0.167520982,1.522221596,0.294767082,0.343053702,0.486394907,0.686928843,0.32611151,0.113952571,1,1,1,7
333,3479_4,0.348843122,0.484235952,0.42553356,0.156356325,1.620553665,0.298407052,0.319349097,0.428426138,0.566742944,0.30129672,0.124574698,1,1,1,7
334,3479_5,0.349889193,0.487811237,0.434895436,0.155014502,1.520531217,0.287513357,0.336331639,0.414939382,0.574240647,0.313257724,0.112807205,1,1,1,7
335,3479_6,0.379132505,0.50899233,0.416283701,0.159313725,1.499770221,0.300398284,0.341311822,0.429251521,0.622586617,0.316847395,0.115425858,1,1,1,7
336,3479_7,0.355461086,0.467789405,0.397242351,0.159621578,1.514593398,0.302435588,0.329627207,0.396337475,0.571942446,0.312459124,0.110406602,1,1,1,7
337,3479_8,0.359090909,0.480357143,0.388560158,0.155621302,1.515384615,0.292011834,0.333116883,0.384090909,0.559090909,0.307142857,0.121301775,1,1,1,7
338,3479_9,0.374737861,0.464429747,0.368572563,0.156839389,1.421580306,0.281119714,0.336505888,0.408775609,0.53395709,0.309566059,0.118324399,1,1,1,7
339,3479_10,0.409903202,0.575577066,0.37908328,0.166042608,1.469076824,0.306907682,0.347356664,0.487527923,0.6591586,0.34977662,0.134280181,1,1,1,7
340,3479_11,0.423892465,0.606399091,0.362901188,0.164518575,1.395628001,0.291761435,0.357251041,0.479742522,0.633661492,0.351950019,0.12345211,1,1,1,7
341,3479_12,0.426369545,0.56545961,0.366177761,0.166478626,1.370690736,0.287200702,0.362859796,0.494150418,0.628040854,0.360445682,0.127115457,1,1,1,7
342,3479_13,0.453873022,0.58783645,0.340957015,0.160583942,1.3513382,0.290673155,0.340867064,0.520854736,0.687076228,0.399219232,0.130738037,1,1,1,7
